LA10;PROFESIONALIZACIÓN DOCENTE.;EJE1
LA11;FORMACIÓN DE ALUMNOS.;EJE1
LA20;CONFORMACIÓN DE ÁREAS VERDE.;EJE2
LA21;PROMOCIÓN DE SALUD.;EJE2
LA30;USO CONSCIENTE Y SOSTENIDO DE LOS RECURSOS NATURALES.;EJE3
LA31;USO EFICIENTE DE LOS RECURSOS.;EJE3
LA40;ESTILOS DE VIDA SUSTENTABLES.;EJE4
LA41;EDUCACIÓN PARA EL CONSUMO.;EJE4
LA50;PROYECTO ESCOLAR VINCULADO A LA COMUNIDAD.;EJE5
LA51;ESCUELA DE PADRES.;EJE5
